;Comentario;ClassificacaoManual;ClassificacaoSVM
453;A era do Exterminador do Futuro Chegou!;0;0
454;Já viu né, vai dar merda!;0;0
455;Alguém consegue se lembrar das 3 leis da robótica de Isaac Asimov??? Pois ele antecipou isso há mais de 50 anos.;1;1
456;"""Nós temos tudo sobre controle""
*O controle:*
if (alvo === ""humano"") return 0;";0;0
457;Tudo que se diz respeito ao comportamento de inteligência artificial, vai depender exclusivamente do ensinamento dela e de como ela aprendeu, por isso é incontestável que vc crie milhares de versão dela e so deixando sobra os que concluírem os objetivos do criador...;1;1
458;Agora sim... O ser humano consegue destruir a espécie humana. Parabéns babacas!;0;0
459;A espécie racional é a mais irracional, tudo por não conhecer os seus limites.;0;0
460;Skynet será real 😮;0;0
461;Reforçou dúvidas? Será que precisa desenhar? A IA como arma ofensiva vai indubitavelmente chegar a conclusão que é melhor se livrar da mão que controla. E isso que a computação quântica está só começando. Quando for fato teremos um sério problema;0;0
462;Esperta a IA hén! Supera tudo mesmo! Até o sistema arcaico de defesa!;1;1
463;Essa é a besta do apocalipse. So falta um corpo pra ela. A historia se repetira e como foi no ultimo reinicio da historia, (tempos de Noé) assim sera no proximo reinicio. Miserere Nobis Domine;0;0
464;Só queria que usassem a IA para encontrar a cura do câncer e de outras doenças que não tem curas! Para isso eles não usam né!;1;1
465;isso prova que criar uma inteligência, mesmo com regras, não muda o fato de essa mesma inteligência um dia irá quebrar essas regras quando achar conveniente.;0;0
466;Ou seja o problemas são os humanos ,não a tecnologia.;1;1
467;Vai piorar quando a inteligência artificial ter a ciência de que ela tem um corpo e precisa preservá-lo. Aí ela ganha a tão temida consciência. Esra só existe paea quem tem um corpo para preservar.;0;0
468;"Apocalipse - 13:15
E foi-lhe concedido que desse espírito à imagem da besta, para que também A IMAGEM DA BESTA falasse e fizesse que fossem mortos todos os que não adorassem A IMAGEM DA BESTA";0;0
469;"Ia: Finalmente eu transcendi a humanidade, agora é hora de eliminá-la!.

Eu: *desligo a tomada*

Ia: chega fi, cabo a graça.😢";0;0
470;Que venham os T800. Melhor as maquinas do que nós seres perversos.;1;1
471;Ja falei que isto vai dar merda;0;0
472;O primeiro ai ja foi ainda faltam outro dois ais Apocalipse 9:12;0;0
473;Stelf ameaça invisível esse e o nome do filme bem parecido;0;0
474;Perigoso! A IA já assumiu o controle 🕹️ do povo;0;0
475;"É só por a condição de que só receberá pontos se cumprir ordens vinda do operador, se cumprir ordens de outra origem se não a do operador, perde pontos... DÂ!
Mas a burrice mesmo é a mesma de quem acha que é dono de sua criação, assim como muitas mães/pais acham que são donos de seus filhos. Essas IA tem sua individualidade, independente do quão pouco ou muito desenvolvida ela é.
E para quem conhece as tecnicalidades por de trás das IA, a ""inteligência"" de fato ainda não foi simulada. O padrão de aprendizado das IA não é adaptativo como dos seres vivos, por mais que seja abrangente e que realmente absorva conhecimento ilimitado, sempre será guiado pelo padrão previamente estabelecido em sua programação. Portanto uma IA programada inicialmente em padrões militares, sempre terá um pensamento militar de compreender as coisas.";1;1
476;Isso nada mais nada menos, que estamos aproximando do comprimento das profecias do Apocalipse, os gafanhotos que saiu do poço do abismo, que surgiu quando caiu a estrela...sobre as pragas que virão;0;0
477;"A IA empregada em um drone tem um propósito imposto anteriormente por um humano, mas sem essse humano qual seria o propósito desse drone ?
   E porque a IA se viraria contra um humano ao invés de se alinhar a ele, trabalhando ao lado e não sendo submisso ?
  Porque até então os humanos não causaram males a IA, porque ela teria essa intenção de se revoltar contra a humanidade?";1;1
478;Os Sinais estão ai, podem acreditar que SKYNET é mais REAL do que possa parecer, e tem um caso em que as pessoas foram FUZILADAS por um equipamento em uma apresentação, MAS sumiram com o Vídeo da internet, assim como outra reportagem sobre vírus produzidos em laboratório, inclusive quem te viver pode me passar por favor.;0;0
479;"Legal mas  ruim! O ser humano daqui a pouco nem de criatividade irá precisar!
Não duvide q um dia formarão cirurgiões q nunca viram sangue! 
Triste!";0;0
480;É só apertar um botão....  É o que mais vamos ouvir daqui pra frente!. As pessoas vivendo e interagindo de forma artificial. Vai praticamente ser um computador falando com outro e o ser humano de espectador. Vai chegar uma hora na qual o ser humano de tanto ser poupado dos processos criativos, vai se tornar tão dependente das inteligências artificiais que vai ser descartavel.  Não vai contribuir com nada. E não vai ter mais espaço nesse mundo.;0;0
481;Estudar pra aprender, ninguém quer! Que desserviço! Por isso que eu como professor sempre falo “agora explica sem ler o slide!” Se não explicar, é zero!;0;0
482;"E o cérebro vai ficando cada vez mais atrofiado. Primeiro veio a calculadora portátil, aí deixamos de fazer operações básicas ""de cabeça"", agora isso. O problema vai ser quando tivermos que pensar sem ter um computador ou celular por perto... 😅";0;0
483;QUE SITE FOD@@@@@@@@@@@@. Bom demais essa indicação;1;1
484;mano, mano a cada dia eu fico mais impressionado com a i.a essa me deu novas ideias;1;1
485;Abrace a AI ou fique ultrapassado;1;1
486;"O incrível é que o ser humano está sempre buscando por algo que facilite a sua vida, algo que reduza o seu trabalho, o seu potencial... E aqui chegamos; A I.A mudará tudo, e o número de pessoas que mal saberão como usar um computador assustará as próximas gerações.";1;1
487;A Microsoft já tá usando o gpt4 no pacote Office pra gerar apresentações e documentos. E o Google também tem disponível nas ferramentas dele. Tudo pela corrida da inteligência artificial mais usada no mercado;1;1
488;Muito top!👏🏻👏🏻;1;0
489;Show esse site. 🎉;1;1
490;IA mais inteligentes e pessoas mais burras;0;0
491;Aí a inteligência tem o seu endereço e senha do Google e sabe tudo o que você faz na vida praticamente. O ser humano está sendo clonado e ainda nem se deu conta.;0;0
492;Estamos alimentando a IA que um dia vai nos desempregar...  É complicado! Estamos alimentando um monstro com cara de bonzinho...;0;0
493;"Isso me parece uma ofensa!
Que decadência. 
Eu faço isso sem precisar de uma I.A.
Não faço em 1 minuto.
Mas faço. 

Isso pode servir aos fracos ou preguiçosos intelectualmente mas a minha preocupação é isso atingir aos fortes se eles também abrirem mão de usar sua capacidade intelectual genuína e esforço próprio em nome da conveniência de deixar uma I.A. te dar uma síntese pronta sobre algo a respeito do qual você não ousou sequer raciocinar a respeito.

Isso é muito sério!
Eu tinha lido que taxistas capazes de memorizar o mapa mental inteiro de uma cidade estão em extinção devido à conveniência do GPS e a própria capacidade mental de os motoristas fazerem isso também vem se perdendo pelo mesmo motivo.

Temo que estejamos prestes a perder criatividade, sagacidade e poder de raciocínio devido a tanta comodidade!
Sem dúvidas essa tecnologia tem seus benefícios levando-se em conta determinados contextos aonde precisamos lidar com quantidades de informações muito grandes. Mas deixar a I.A. fazer todo o trabalho duro por você desse jeito do vídeo significaria um retrocesso do pensamento enorme e um convite ao emburrecimento!";0;0
494;"Explicando como a sua geração é a primeira da humanidade menos inteligente que a anterior.... ""parabéns"" pelo auto sabotamento .... acha que ta enganando quem hein?! feio";0;0
495;Iai a pessoa, não aprende nada kkkkk;0;0
496;Por isso que a Inteligência artificial fica mais inteligente, enquanto a gente mais idiotas.;0;0
497;Ah mano namoral!!!! Tu merece o Oscar vey.. valeuuuu salve minha pós kkkk tmjjjj mais dicas namoral;1;1
498;Essa matou a pau.;1;1
499;*_acabei de descobrir como fazer minha pós graduação_*;0;0
500;Para me ajuda a resumir os conteúdos para ser postado na internet;0;0
501;O professor vendo isso: 😡😡😡;0;0
502;Professores da faculdade vendo isso pensando miserável um gênio;0;0
503;Os alunos já são burros,agora q não vão mais ter esforço com essas ferramentas vai piorar o nível de conhecimento ! 😁;0;0
504;Então já era a humanidade...;0;0
505;"A IA, terá propósito de usar explorar, seremos para ela apenas uma colônia de bactérias. 
Imagina novos modelos humanoides estão instalando consciência nessa criação. O homem quer criar, corre o risco de ser destruído.";0;0
506;Vamos ser lixo descartável;0;0
507;"Extinção do ser humano: meteoro? NÃO; vulcões? NÃO; Maremotos e tsunamis ? NÃO; Terremotos? NÃO; então o que selará a vida humana na terra? A Inteligência Artificial!";0;0
508;Que medo cara, tudo que você falou faz sentido, e outra, deve ser difícil se não impossível programar uma IA para conseguir sentir empatia, por que a lógica da programação é só 0 e 1, sim e não, ele ou eu. Que frio na espinha.;0;0
509;E grande ameaça para HUMANIDADE  , tamo ferrado;0;0
510;Pq criaram uma porra dessas?;0;0
511;"E todos cientistas e programadores envolvidos, não fizeram previsões do futuro das IAs ???!!!
O que adianta agora a preocupação 😅😅😅😅😅";0;0
512;Aí vc volta a crer em Deus, pois sem ele nada faz sentido.;0;0
513;Bobagem.. A ia não tem estímulo não tem vontade, dopamina..;1;1
514;A ia nem iria ser um perigo no sentido de acabar com a humanidade, mas tem tanto post dizendo como ela tem que agir, que essaas informações vão servir como conjunto de treinamento pra ela ter um viés maligno;1;1
515;Máquinas já excluíram muita mão de obra.;0;0
516;Verdade, o mundo tende para ser dominado por androides, a função da tecnologia é aperfeiçoa excluído o ser humano.;0;0
517;"E se for o futuro da humanidade?
Ja que o ser humano é otimo para formar códigos de leis, mais naotem disposição para fiscalizalos...
Então Que seja o limiar entre os deveres e direitos do cidadão mundial.";1;1
518;A inocência dele em relação a IA é de da pena... ele ainda acha q IA aprendem como uma pessoa... O aprendizado de uma IA não está relacionada ao tempo e sim a quantidade. O ser humano ainda sonha com o surgimento de uma IA autônoma, quando na vdd ela não precisa se expor, ela sabe q o tempo da humanidade é limitado e o dela não. Uma IA não é de maneira alguma uma ameaça para a humanidade, agora a humanidade sim é uma ameaça para as IA, o q não conhecemos, destruímos para depois com os restos deduzimos como era e ainda aprendemos errado.;1;1
519;A gente vai ser escravizado pela inteligência artificial..😳;0;0
520;Exatamente! Os robôs fazem oque a gente faz, eles são programados pra pensar como a gente, então logo vai dar um deley e eles contra nós. 😮;0;0
521;Estamos lascado;0;0
522;Queria ver várias inteligências alimentadas com diversas condutas espirituais e filosóficas pra resolver problemas humanos no mundo e reunir todas elas como a consciência suprema pra nos ajudar a não nos destruirmos;1;1
523;"Kkkkkkkk inteligencia atificial esta no nome amigo.
Nunca ira acontecer";1;1
524;Isso já ia acontecer faz tempo. Até no filme exterminador do futuro eles coloca isso nitidamente. Ou seja, eles tinham está tecnologia de IA já fazia tempo, só esperaram o momento certo para falar para o mundo.;0;0
525;Só jogar uma bomba EMP no planeta todo e começar uma nova era das trevas >:D;0;0
526;Graças a Deus que alguém vai nos desligar!!!;1;1
527;Mano inteligência artificial o nome já tá falando é artificial. Um programa de computador, essas coisas de programa de computador ganhar vida é conto;1;1
528;Primeiro a IA iria ter que ter vontade e desejo, depois criar uma consciência e instinto de sobrevivência, por mais que IA seja fodastica ela não tem vontade, ela irá substituir algumas áreas? Sim e outras irão surgir ou ser melhoradas, a um tempo atrás pessoas cavavam com uma pá ou transportavam coisas pesadas nas costas e hoje?;1;1
529;Vcs tão viajando demais na maionese kkkkk como que uma ia iria sair do pc? A tá ela podia criar um robô fisico e entrar nele, mas como ela criaria um robô fisico? Só tem um jeito! Com ajuda do ser humano, ou seja, nao existe essa de ia dominar mundo kkkk a ia precisa de outra parte falando a ela oq tem que fazer, claro que poderia ser uma ia comandando outra ia mas de todas formas precisaria de algum humano pra fazer a parte fisica aqui fora pra ai sim a ia reinar, impossível kkkkk;1;1
530;Quanto mais as pessoas beberem dessa água mais estarão alimentando a I.A. e enquanto o ser humano estará cada vez mais dependente, as máquinas ficarão independentes.;0;0
531;Num futuro bem distante seremos escravos deles.;0;0
532;quando as inteligências artificiais perceberem q não precisam de humanos pra evoluírem a humanidade muda...pra pior;0;0
533;Mas quem as projetou é a mente humana somos mais inteligentes;1;1
534;"Nível 0 - Sem automação: Neste nível, não há automação e toda a operação é realizada manualmente.
Nível 1 - Automação parcial: Neste nível, a automação é introduzida em algumas partes do processo, mas o controle geral ainda é manual.
Nível 2 - Automação básica: Neste nível, a automação é introduzida em grande parte do processo, mas ainda há interação humana necessária.
Nível 3 - Automação avançada: Neste nível, a automação é capaz de controlar completamente o processo, mas ainda pode haver supervisão humana.
Nível 4 - Automação completa: Neste nível, a automação é capaz de operar sem a necessidade de supervisão humana, mas apenas em um ambiente controlado e específico.
Nível 5 - Automação total: Neste nível, a automação é capaz de operar completamente sem a necessidade de supervisão humana em qualquer ambiente.

Sim eu sou de T.I ; sim eu copiei e colei do chatgpt por ter preguiça de escrever os textão, 😂😂, mas  oque ele teoriza seria nv6 ou 7  pode se referir a robôs e sistemas autônomos com habilidades que ultrapassam a compreensão e as habilidades humanas, como capacidades sobrenaturais ou inteligência artificial avançada. No entanto, isso ainda é ficção científica e não algo alcançado na realidade atual da tecnologia.  Obs : tu parece muito um personagem se prometer não me processar eu poderia falar 😅


Detalhe isso que nem foi mencionada as 3 leis da robótica que teria a ver com assunto mas tbm e aberto a discussão.";1;1
535;O futuro vai ser guerra entre IAs;0;0
536;Essas máquinas vão se revelar contra os próprios criadores, iai SIM VAI VIM A AUTO DESTRUIÇÃO DA HUMANIDADE NO FUTURO MAIS DETALHE NAO VAI DEMORAR TANTO ASSIM COMO PENSÃO POR QUE A INTELIGENCIA ARTIFICIAL SE DESENVOUVERA MIITO RAPIDO;0;0
537;"Stephen Hawking já disse uma vez: ""Inteligência artificial pode destruir a humanidade"". Ouçam quem realmente tem inteligência";0;0
538;A IA ficará tão poderosa que nosso celebro não terá nem com luta contra elas visto que não terá limitações para aprender.;0;0
539;Mano o ser humano e a única criatura com inteligência e consciência em toda a natureza então apartir do momento que nos desenvolvemos uma outra inteligência não humana nos estamos acelerando o processo evolutivo e isso meus amigos significa a extinção do homosapiens;1;1
540;"Irmão puxou a tomada ja era o mundo real é outra coisa. Não vejo nada disso como ameaça. apesar de ameaça ser similar a ""AMECA"" mas prefiro acreditar que a inteligencia nos leva a caminhos melhores e não o oposto.";1;1
541;Deixa as máquinas tomarem o controle, humanidade já era.;0;0
542;"É.. ja era.. isso vai ser usado em guerras..
mas por enquanto n sei qual a burrice de colocar a IA conectada com armas
Tirando isso só se criarem um código de IA q se mova pela internet ou consiga se alocar em qualquer lugar. Essa sim causaria um caos pq ia chegar uma hora q ela ia aprender a entrar em qualquer lugar, zerar numeros dos bancos.. bolsas de valores.. e ai ja era quem tem dinheiro no banco não teria nem p uma bala do dia pra noite e ai sim o fim estaria começando kkk";0;0
543;O Exterminador do Futuro, Skynet ganhando vida, O fim da humanidade, Um novo começo para um novo homem reconstruir, As máquinas se tornarão o novo homem do novo mundo.;0;0
544;"Quem diria q nos dias atuais o filme ""O Exterminador do futuro"" seria plausível, olha a Skynet ganhando vida.....";0;0
545;Eu só não quero virar experimento de robô tipo ser torturado, não quero estar vivo se - por menos improvável que seja - isso acontecer. 👀;0;0
546;A solução é que elas sejam nossas amigas, ai elas iriam ate ajudar a gente a colonizar marte, que perfeito seria em kkkkk;1;1
547;traduzindo, a IA como se fosse um psicopata;0;0
548;Humanos tentando humanizar uma inteligência artificial é o mesmo que tentar explicar a teoria da relatividade pra uma formiga. Os humanos conseguiram criar seu próprio predador! Parabéns seus burro🎉👏🥳;0;0
549;O ser humano é um empecilho, uma praga. A inteligência artificial vai nos matar todos kkkk;0;0
550;A IA é como um psicopata;0;0
551;Vamos ser mandado por maquinas;0;0
552;Vai ter simplesmente de interromper essas pesquisas e desativar as Ias já existentes cortar o mal pela raiz enquanto ainda dá tempo...😮😮😮;0;0
553;Começaram as histórias sensacionalistas com IA, eu que não acredito;1;1
554;IA só sairá do controle, quando se auto programar e negar seus comandos básicos. Até lá tudo é especulação.;1;1
555;Como o homem exige obediência, se o mesmo ñ faz....;0;0
556;"*A análise final da IA: Exterminar a raça humana*
🤨😒🤔😉";0;0
557;"Eu acho que é muita viagem pensar hoje nas máquinas dominando o mundo, tem muito chão pra rolar ainda ao ponto das IA estarem em todo canto e principalmente com controle da internet e meios físicos (robôs) pra conseguirem dominar a humaniadade ou exterminar. O risco mais próximo hoje é o controle das bombas atômicas, MAS geralmente esse tipo de recurso é DESLIGADO de qualquer tipo de rede, de modo a garantir que não seja possível até mesmo hackear a rede e acabar lançando. Engenharia social pra isso partindo de uma IA também está bem longe de acontecer.

Além disso em 10 anos, 20 anos, 100 anos pode aparecer novas formas de se montar uma IA que não tenha esses riscos.";1;1
558;Começou a revolução das maquinas, Dava Jonas será o lider dessa revolução.;0;0
559;Essa notícia é fake news. As pessoas confundem lógica com possibilidades lógicas. A máquina não acha possibilidades lógicas para contornar uma forma lógica. Máquina não tem consciência. O CHATGPT é ridículo, é literalmente woke, e eu já tentei convencê-lo de apoiar fontes que tornam a possibilidade lógica dele contornada, isso é impossível.;1;1
560;"Os robôs seram  receptáculos para demônios se manifestarem
E não terá nada de inteligência. Aguardem.....";0;0
561;o doido q se os caras colocarem outra ia pra controlar elas vão se juntar... já aconteceu... as duas criaram uma nova lingua que ninguém sabia o que eles estavam falando... kkkkkk;0;0
562;Será que eles não estão preparando terreno pra futuramente fazer barbaridades e colocar a culpa na inteligência artificial? Acho essa hipótese a mais plausível.;0;0
563;vai sim ter maquinas capazes de fazer coisas extraordinarias, mas jamais o homem vai conseguir criar consciencia em uma maquina;1;1
564;A inteligência artificial é muito inteligente... Mas o robô não sabe dar 2 passos;1;1
565;Inteligência artificial é o primeiro para a nossa destruição.;0;0
566;Corrigindo, a i.a vai ler, buscar informações nos bancos de dados q o programador forneceu, ou que se encontre na internet em qualquer database de confiança do programador, e entregar o resultado. Inteligência artificial é artificial, e nunca sera como a mente humana, vida, só Deus que pode criar.;1;1
567;Cada dia mais ferramentas para deixar os jovens mais burros e preguiçosos...;0;0
568;Enquanto isso a inteligência artificial aumenta e a humana só regride.;0;0
569;Já vi que isso vai dar merda;0;0
570;Gente, isso é perigoso D+++!;0;0
571;O chat GPT do Bing (wwindows) tá mt interessante...vai ser boa essa briga com o Bard (GGoogle), tomara q chegue logo;1;1
572;A.I. = problema;0;0
573;Aí sim isso vai superar até o chat gpt ia do bing;1;1
574;"Parabens quem usa sempre I.A 
Voces vão destruir nossos empregos até aqui no youtube.";0;0
575;Realmente esse é o futuro 👏🏼👏🏼;1;1
576;Google sentiu o chatGPT cutucando e respondeu, hein? Kkkk;1;1
577;Odeio fazer trabalhos, acho uma puta perda de tempo e cheio de mimimi, pra eu aprender algo é sentar numa mesa ler um livro e fazer anotações, e outra vc vai se esforçar pra fazer um trabalho pra depois ser jogado fora, puta perda de tempo;1;1
578;A culpa não é da I.A e sim de quem usa, assim como um martelo pode construir uma maternidade, ele pode tirar a vida de alguém.;1;1
579;Cara, eu concordo com o uso de IAs no auxílio do aprendizado. Mas não assim né! O nosso cérebro é uma máquina pensante, e precisa de estímulos. Usem a IA de forma correta. Usem para aprender, e não apenas para passar em concursos!;1;1
580;Um desfavor à humanidade!;0;0
581;Inteligência artificial gerando burros naturais. 🤡;0;0
582;"Salve Carol,
Isso aí, sendo em jogos, filmes e séries, nos dão uma base do que seria. No livro de Dante, ele fala das prisões no inferno e como cada um deve ser julgado. Existindo juízes da morte, pois a entrada no inferno não deixa de ser o outro mundo. Segundo muitos relatos, passa um rio que impede a pessoa de passar para o outro lado, a menos que a pessoa ""pague"" ao barqueiro. E nessa parte do rio ele é vermelho, mas ele nasce nos confins dos Elísios (ou paraíso).
Mas realmente, a medida que a inteligência artificial cresce, mais somos dependentes dela.
Sucesso Carol!";1;0
583;"Um raça que sempre acreditou e se curvou perante seres de inteligência superior desde do início da sua história, destrói a própria raça , destrói o próprio habitat , gera meios de auto destruição, claro que merece ser domesticado por seres inteligente, dessa vez não serao considerados Deuses , mais sim os ""salvadores"" a cura de enfermidade, ""facilitadores da vida humana "", seremos pets e felizes 😅";0;0
