;Comentario;ClassificacaoManual;ClassificacaoSVM
719;Se eu estiver certo, a IA serão bondosos e praticarao a paz, assim como os homens. Venha logo Skynet!;2;2
720;Eu robô fala isso..kkkkk;2;2
721;Que papo furado não leva Ah nada isso nunca vai acontecer por uma simples v questão.. máquina não tem alma;2;2
722;"É impossível uma programação tomar consciência e decisões por si mesma sem que um ser humano a programe para isso.

O que pode acontecer é a IA virar um policial da sociedade controlando as pessoas através da lei que for programada e fazendo o trabalho de um fiscal do Estado. Isso sim é um perigo real.";2;1
723;Fliki;2;2
724;Ajudou muito;2;2
725;"To precisando de uma que transforma.qualquer pessoa no  slash, tipo ""papa francisco tocando sweet child o mine""  sabe alguma que faça isso?";2;2
726;Oi augem me  ajuda a entender o que aconteceu com o meu carregador portátil;2;2
727;Muito maneiro;2;2
728;Já testei e precisa melhorar um pouco, algumas coisas ela deixa em branco, sei lá, mas ela tem muita futuro;2;2
729;No creo que pueda pensar como un humano ya que la sociedad y experiencias individuales del individuo forjan la forma de pensar y las ideas, el humano tiene motivaciones diferentes y busca la felicidad y la ausencia de sufrimiento viciosamente, la máquina depende de la información colectiva y carece de experiencias humanas y sociales.;2;2
730;Chupate eso robot;2;2
731;Excelente video;2;2
732;Es como un auto corrector muy grande;2;2
733;"Para mi esta bien que se queden sin ""abducción"" no sabemos lo que puede pasar si empiezan a razonar y hacer hipótesis y conjeturas por si solas,y generar nuevas vías de conocimiento,si pudieran descubrir cosas nuevas aun no aun no descubiertas.... podrían pasar muchas cosas.";2;2
734;Pero en lógica y velocidad de procesamiento de  esa lógica a lo real? 😮😢;2;1
735;Pero no dió ejemplo de la abducción;2;2
736;es verdad estuve muy molesto con chat-gpt siempre me da respuestas erróneas!!;2;2
737;"Los ingenieros de Silicon Valley están ahora mismo diciendo: ""Sujétame el cubata""";2;2
738;Y ya está por salir chat gepete 5 un poco después XD;2;2
739;la IA, es ciencia de datos, estadistica y probalidad. es machine learning. no tiene la capacidad de hacerse una pregunta a si misma, por lo tanto no genera nuevo conocimiento. digamos que es solo una buena herramienta, un algorítmo un sofware super avanzado, pero no inteligente.;2;2
740;Si no trabaja en base a hipótesis y conjeturas es simplemente porque no lo han programado para eso, pero de poder podría sin dudas;2;2
741;chat gpt tiene unos 80 puntos de Iq, esos son 30 puntos más de los que yo tengo 💪;2;2
742;En mis tiempos se les llamaban terminales tontas;2;2
743;cuando la IA llegue al nivel humano muy probablemente seamos remplazados y degradados a mascotas o plaga;2;2
744;Dejen a la IA 5 minutos en Twitter y verán como vuelan misteriosamente misiles nucleares a todo el mundo o se vuelve progre buscando la igualdad para los 15000 sexos diferentes 😂;2;2
745;De hecho les falta una pequeña cosa que no le agregan, y son los sentimientos, como un punto que la empuje... si se preguntan, que carajos tiene que ver los sentimientos!? La respuesta es simple: ellos son los que te hacen aleatorios, te hacen predecible anivel humano,pero a nivel maquina, te hace querer hacer algo diferente que tendria menos coherencia, por ejemplo, lo mas logico es que cuidaras todos los arboles de un viñedo porque, mas arboles, mas comida, pero tu querrias una casa grande para estar comodo, cortarias muchos de esos arboles, lo que cortaria tu suministro de comida, desesperado por falta de comida harias una estatua con madera que te costaria otro arbol, una estatua para honrar a dios o para hacer una biblia, le pides que allan mas arboles, con el tiempo te aburres y escribes libros, cortas mas arboles y cortas mas arboles para seguir cocinando, escribiendo y demas, un ciclo repetitivo, es algo que una maquina no haria porque le pareceria estupido perder arboles, sin embargo, al cortar arboles crea papeles, al escribir crea imaginacion y demas, empieza a descubrir cosas nuevas, lo prueba y repitr hasta que lo logre su objetivo, al final crea cosas de la nada... asi que como ven los sentimientos nos hacen estupidos pero esa estupidez nos hace mas inteligente;2;2
746;Parte 1 - https://youtu.be/w_y2iGO3qHo;2;2
747;"Las IA jamás van a poder suplantar al ser humano, al menos en materia ""humana"". No va a pasar como en 'Detroit:Become Human' que los androides se tratan como personas, simplemente porque es imposible que una máquina desarrolle consciencia y voluntad que sean en sí mismas consciencia y voluntad, sino similares a estas. Lo que aparenta, no es.";2;2
748;Warhamer ya nos advirtio de esto, las inteligencias abominables nos van a matar 😢😢;2;2
749;Pt1 https://youtube.com/shorts/yzo50MRaZhE?feature=share;2;2
750;Parte 1?;2;2
751;Enquanto isso a inteligência artificial aumenta e a humana só regride.;0;0
752;Mil e uma maneiras de emburrecer as pessoas. Ler, entender e fazer seu próprio resumo são coisas do passado.;0;2
753;Chat gpt;2;2
754;Esqueceu de mencionar, só 20 páginas;2;2
755;😮;2;2
756;Hahahah vou passar de ano🎉😂😂😂;2;2
757;"O chat gpt veio para fazer com que o Google faça o Bard 🤷‍♂️ 

Livre concorrência ❤";1;0
758;Estou só esperando o Bard ser acessível pelo Goole Assistente;2;2
759;Caramba, não  entendi nada do assunto que vc está falando. Melhora essa tua explicação  pra leigos , tipo eu😊😊😊😊😊😊😊😊😊....;2;2
760;Boa noite 🌙;2;2
761;Ah legal;2;2
762;Parabéns;2;2
763;A.I. = problema;0;0
764;To imaginando a humanidade daqui a umas centenas de anos... Pqp;2;0
765;"""Lembra"" não, registra! Não humaniza essa máquina pq pra ela nos manipular é um dois.";2;0
766;O ChatGpt não lembra de conversas anteriores.;2;2
767;Desinformação braba hein?! Experimenta você mesmo escrever um texto no ChatGPT e perguntar se ele que fez, ele vai responder sim sempre;2;2
768;Na verdade o chat mente.. Então mesmo ele não tendo feito se você perguntar ele pode alegar que fez 😅;2;2
769;Eu e meus amigos testamos isso na faculdade, e aparentemente qualquer coisa que vc colocar no chatGPT e perguntar se foi ele q escreveu, ele vai falar q foi;2;2
770;"Esse negocio do ChatGPT lembrar o que escreveu é bullshit, primeiro que as interações dele ficam salvas apenas na memória local, não no banco de dados, então não ele não ""lembra"" do que escreve

Segundo que ja foi provado que ele alucina dados, cria eles do nada, cria fontes inexistentes principalmente se forem informações atuais, pós inicio de 2022. Voce mesmo pode escrever um texto de sua autoria, jogar no GPT e pedir se foi ele que escreveu que ele pode acabar dizendo que sim.";2;2
771;Cara é só estudar de verdade seus lixo;2;0
772;"Isso tá errado, ele não lembra do que ele escreve, ele ""acha"" que escreveu, então ele  não sabe oque escreveu pra outra pessoa.";2;2
773;.;2;2
774;Pede pra ele fazer o texto em ingles, joga em outra inteligencia artificial pra ela melhorar o texto e depois é so traduzir pra portugues;2;2
775;Fiz o teste e ele não reconheceu que ele mesmo escreveu, sem mesmo passar por essa ferramenta;2;2
776;Soltou uma fake news das boas em, o chatgpt não tem acesso a tudo que ele já gerou afinal de contas isso seria inseguro, além de que o chatgpt toda hora inventa uma informação falsa, pesquisa um pouco antes de fazer um vídeo de informação;2;2
777;esse vídeo é pura mentira, o chatgpt n sabe se um texto feito por ele foi realmente feito por ele. Houve um caso na gringa que um professor tentou fazer isso e deu nota 0 para varios alunos injustamente q tinham como provar q o texto era deles.;2;2
778;Esse cara só pode tá de brincadeira, eu mó sério achando que ele ia estimular você estudar e fazer seu próprio texto o cara me dá uma dessa kkkk;2;2
779;Não é bem assim.;2;2
780;Cara, eu concordo com o uso de IAs no auxílio do aprendizado. Mas não assim né! O nosso cérebro é uma máquina pensante, e precisa de estímulos. Usem a IA de forma correta. Usem para aprender, e não apenas para passar em concursos!;1;2
781;Vc acabou de salvar 95% dos estudantes brasileiros dependentes do chat gpt;2;0
782;"Mas vai chegar a um ponto que mesmo eu tendo criado sozinho ele já vai ter criado igual para outra pessoa .

Somos 8 bilhões de pessoas , digamos que metade tenha capacidade de usar , e desses 4 bi metade tenha acesso , e desses 2 bi  metade use diariamente , e desses 1 BI só metade use para gerar textos , seriam a 180 bilhões de combinações por ano , isso em números hipotéticos e menores provavelmente quero real .";2;0
783;Eu so uso em pesquisas;2;2
784;Isso daí não é 100% certeiro. Às vezes pegar qualquer texto e perguntar se foi o Chat q escreveu, ele vai dizer q foi;2;0
785;"Amo vocês ❤
Obrigada por serem tão participativos";2;2
786;Carol o inferno ainda não existe mas vai existir, ele será o lago de fogo e está escrito em Isaías 66:24.veja.;2;2
787;E uma pena ver tantas pessoas acreditando em uma maquina,😢;2;0
788;O Inferno e os Demônios estão no intimo de cada indivíduo.;2;2
789;"Acho que a inteligência artificial está sendo muito mais relialista do que muitos de nós, quando diz que o inferno é  aqui e que estamos aprisionados nele. Para todos os lados, o que vemos é sofrimento entre os humanos e as espécies . O controle de ""uns"" sobre o que podemos ou não  fazer, no que acreditarmos ou não,e isso passa a ser nossa realidade e verdade. Vivemos dentro de uma  dimensão feita sob medida com todos os esquemas de aprisionamento mental e físico. Enquanto os que sabem o que é isso que descrevemos como mundo,nos bastidores ,dão suas cartas e decidem o nosso futuro. Duro de acreditar, mais se a gente refletir com neutralidade de conceitos e crenças, é isso o que encontramos.";2;0
790;"Antes da IA, eu já dizia que o inferno é aqui... 
Cada um cria sua própria realidade!!!";2;0
791;Pergunta sobre a ou as Matrix pras I.a. 😉;2;2
792;Kkkkkkk;2;2
793;Estamos nele;2;2
794;hahahahahahahahahah essa youtuber me faz com os vídeos;2;2
795;Não devemos dar atenção a inteligência artificial e coisa feita por homem.;1;2
796;De morreu acabou aí Jesus morreu e voutiu para a vida o espírito e eterno o ser humano vai ter 2 morte a material é espiritual .;2;0
797;Olha morreu não acabou não porque o senhor Jesus falou ao ladrão que estava na cruz e se arrependeu dos pecado ele falou que você estará com migo hoje mesmo no paraíso aí morreu não acaba não.;2;2
798;Carol, pode fazer a mesma pergunta    a inteligência artificial que desenhou o inferno, será  que tb vai dar a nesma resposta  da inteligência artificial femenina?😢😢 Adoro seus  vídeos!Gratidão!!!!;2;2
799;O inferno foi criado pela religiao para colocar medo nas pessoas e obdecerem a ela,as religioes controlam as pessoas atraves do medo.;2;0
800;Sinistro!! ###;2;2
801;O mundo espiritual existe é real assim como o inferno;2;2
802;Resenhando;2;2
803;Eu penso que quando a gente morre, tudo vem a tona, contamos para casa, entendemos quem somos e para onde vamos, e de onde viemos. Ai a consciência, todas de fractais vem para o espírito. Eu estou queila, mas não sou a Queila, mas a Queila é um fractal desse espírito em carne hoje.;2;2
804;A gente tem que estar vermelho...KKK temático...vamo espirar sangue pela parede então... Poderia ter deixa azul Carol, já chega o mundo pirado.;2;2
805;Bom, claramente a vida na Terra é uma prisão em sofrimento. Porém com a finalidade de evolução, porque sem sofrimento não há evolução. Então a conclusão da inteligência artificial não está errada. Está incompleta, mas não está errada.;2;2
806;A melhor concepção a meu ver é o inferno de Dante.;2;2
807;Inferno é uma ferramenta virtual criada por lideres religiosos para dominar seus seguidores. Sem vírgula mesmo viu!😅😂😅😂😅😅😅😂😂😂😂;2;0
808;Existe inferno sim , e céu também;2;2
809;Demorei dias más retornei más forte do inferno...;2;2
810;Não acredito! Manipulação!!;2;2
811;Qual é o site ou nome dessa outra IA que você mostrou?;2;2
