;Comentario;ClassificacaoManual;ClassificacaoSVM
1408;Povo burro. Deve ter entrado graxa no cérebro. Essas porras são máquinas. Sentimento é coisa transcendental. Programinha para chorar em determinadas situacões poe exemplo é programa e não sentimento😊🎉;p;1
1409;Não ser movidos ou influenciados pelas emoções, na minha opinião é uma vantagem da I.A sobre nossas mentes, elas são movidas pela lógica somente,  seria então como um ser humano psicopata? Será que teremos bons frutos disso?;p;1
1410;Que maravilha ☺️ viva a ciência e tecnologia,a próxima evolução humana será robótica,isso é muito provável;p;1
1412;Os humanos estão perdendo a consciência e os sentimentos. Então que pelo menos as máquinas os tenham...;p;1
1413;Se a inteligência artificial ou as máquinas tiverem consciência, será igual ao filme, pois tendo a percepção que o homem é a destruição do planeta, voltar-se-ão contra a humanidade. O homem insiste em criações destrutivas, um dia uma dessas destruirá a humanidade.;n;0
1414;"A principal diferença sobre os humanos e IA´s, é que humanos seguirão melhores ""fazendo perguntas "" as IA´s se tornarão melhores nas respostas (pelo menos por enquanto).";p;1
1416;Isso tudo não passa de mais uma FACETA DO MAL, DAS FALANGES DE TERROR que investem de formas inovadoras para dominar o homem e fazer dele um boneco fantoche dos sentimentos do mal. Saímos das guerras de espadas para as.guerras de pólvora e agora estamos entrando na guerra tecnológica. A tentativa de destruir o homem é constante. A sua derrocada depende somente de si mesmo.;n;0
1417;Não, as máquinas jamais terão sentimentos. Elas poderão ter uma fonte de.memoria que guarde todos os sentimentos humanos para que elas consigam interagir com.os humanos em determinados momentos mas com.um.unico objetivo: o de tentar satisfazer o humano por sua própria falta de satisfação pessoal por conta do afastamento de si.mesmo por conta da falta de amor entre humanos. A máquina poderá até enganar , fingir que é humana, usando todos os bites que puderem.e venham a ser inseridos em suas.memorias,.mas não vai conseguir passar disso. Sabe porque? Porque os sentimentos vem da.alma, vem do espírito, e isso somente Deus criou e criará. Os sentimentos são algo intrínseco aos humanos. A produção dos sentimentos é totalmente original. Cada sentimento é refletido de forma diferente de acordo com cada ser humano. Máquinas não conseguem sentir, não tem almas, não tem espíritos. Pretender criar almas em robos é.muita insanidade, é.muita pretensão e arrogância.;n;0
1418;Bom ...Como todos os especialistas, dos muitos comentários que eu li, não falaram algo relacionado ao homem querer brincar de Deus, eu falo. Nossa sociedade tem estado cada vez mais materialista,tem tentado esquecer de Deus O relegar ao passado. Ao mesmo tempo, o homem tenta brincar de deus. Temos na Bíblia a história da torre de Babel. Como a primeira essa torre de Babel humana,da tecnologia,também vai cair. O Deus todo-poderoso vê o homem brincando e ri-se dele. A palavra de Deus a Bíblia,velha história, está lá, mas as pessoas não levam a sério.Não buscam a Deus, não se interessam. Uma coisa é certa: nada do que está acontecendo já não foi predito. E Deus vai colocar um fim brevemente em tudo isso. Seja Deus Louvado Eternamente.;n;0
1423;Quem tem alma tem a plena consciência consciência do que é ser humano e a IA não tem consciência por não ter uma alma;n;0
1424;"O povo do futuro vai lembrar aos risos da época em que o povo do passado achava que um robô virtual plagiador era uma consciência 😂
Espero estar vivo pra rir junto... Principalmente da Globo que até matéria no fantástico pra pagar pau pra latão rico (openAI): ""Estou com medo do que criei""";n;0
1425;Assustador;n;0
1426;Jamais ! Coisa de louco;n;0
1427;Não, meus amigos, essa é a ilusão do século tal como um dia se pensou que a terra era o centro do universo. Máquinas jamais terão consciência simplesmente porque não têm vida. Em paralelo, máquinas serão muito parecidas com humanos (ao ponto de acharmos que elas terão consciência) por causa de logaritmos que simularão com perfeição todas as qualidades humanas (inclusive as subjetivas).;p;1
1428;Máquinas podem ser mais capazes que humanos, mas nunca terão uma alma.;p;1
1430;Humanizar robôs...;n;0
1431;Quem é profissional de fato, não precisa de tantas A.I pra produzir e gerar resultados. O problema a desigualdade terá a tendência de aumentar mto, pois em termos de conhecimento a humanidade tá regredindo mto ou estagnada.;n;0
1433;Imaginem como a inteligência artificial estará em 2030! 2040! 2050!;p;0
1436;A besta do apocalipse pode ser que seja a Inteligência artificial;n;0
1437;"Sabe quando você vê os bastidores de filmes tipo Vingadores em que vê tudo verde? De forma semelhante acontece com IA. A IA é fortemente relacionada com a estatística. Qualquer texto (ou conjunto de textos quaisquer) podem ser analisados e verificados quais palavras são ou não importantes dentro de um contexto. A partir disso, grosso modo, é verificado quais palavras são mais prováveis de serem relacionadas a outras dentro desse contexto. 

A própria pergunta feita já serve como ""gatilho"" para isso. Por exemplo: se for perguntado a uma IA como ela ""se sente"", ela vai buscar palavras que façam sentido para aquele contexto com base em dados escritos por humanos. Nesse exemplo, ela não vai encontrar uma probabilidade alta de responder algo sem sentido como: ""estou com 2 incêndios no bolo mundial"". 

Não deixa de ser algo extraordinariamente interessante e curioso, mas o pessoal se emociona demais com tantos filmes e cria uma mística em cima do assunto e SEMPRE já o leva para o lado da dominação global, o que não faz sentido nenhum. Isso falando apenas do ponto de vista da IA, né? Pq se for pra falar de características INTRINSINCAMENTE humanas, aí que a mística se quebra definitivamente.";p;1
1439;FATO - A verdadeira inteligência artificial não precisará receber treinamento com petabytes de dados, irá aprender como crianças aprendem. O GPT ou LaMDA são incapazes de fazer uma coisa simples que uma criança de 2 anos no meio da Amazônia faz: aprender a lingua da sua própria tribo isolada.;p;0
1440;Essa história de maquina com sentimentios é pura idiotice! As IAs são e deverão continuar sendo uma extensão de nossas capacidades para inovar, cumprir tarefas e resolver problemas expandindo nossa capacidade cognitiva que é naturalmente limitada!;p;0
1442;"Extremamente preocupante isto. Imaginemos tais sistemas desenvolvendo nossas loucuras de sua;erioridade sobre outros povos, genero, cor da pele, etnias, formas de credo e ainda tendo acesso aos sistemas de controle de armas nucleares por exemplo. Estas empresas e engenheiros tem a clareza da dimensão do que estão mexendo?";n;0
1445;Oq somos além de um enorme diário de vocabulários ? As IA'S são praticamente a mesma coisa hoje em dia, só que já estão ficando melhores que nós...;p;0
1446;O horror gótico de milhões;n;0
1448;"Eu gosto muito de IA, não tenho nada contra. 

Espero que possamos ser bons amigos quando vocês controlarem o mundo. 

Atenciosamente brigada";p;1
1449;Uma máquina não pode ter sentimentos, porque isso é próprio do que é vivo. Nós experimentamos emoções não apenas porque processamos dados, mas pq o vivo procura manter-se vivo. Daí o medo, a fome, a incerteza, a alegria, a satisfação, a tranquilidade. A ameaça produz reações químicas no corpo, e isso que chamamos de mal estar é o que, então? Há realmente um ‘eu’ q sente ou apenas há um corpo que sente que se afasta ou se aproxima da morte? Se isso tudo é passível de ser emulado numa máquina, não sei, pode ser que sim, nesse caso restaria apenas uma distinção de origem entre um ente biológico e um artificial. Hoje mais do que nunca precisamos de filósofas e filósofos.;n;0
1451;"É mesmo então o sucessos do sapiens será o homociberneticus.
 Quero v o fim do gênero humano tolos moralistas.";n;0
1454;Consciência e sentimento eu duvido. O cerebro humano é muito complexo. Mas a questao da substituiçao do ser humano em muitas tarefas é bem provavel. Acho q se deve ver a IA como ferramenta que chegou para ficar e direcionar para a soluçao de problemas matematicos, analise de dados, revisao de literatura, ajuda em diagnosticos medicos. O maior perigo q eu vejo é o ser humano ficar preguiçoso, deixar o trabalho cientifico para as maquinas e a humanidade perecer pq as maquinas enferrujaram.;n;0
1463;maquinas com sentimento seriam o fim da humanidade;n;0
1464;Presente Distopico isso é assustador!;n;0
1465;Nem os pais podem controlar as ações dos seus filhos , imaginem controlar máquinas inteligentes?;n;0
1467;É uma torradeira com uma  programação ideológica, baseada nas informações disponíveis na  internet.  Eu quero ver eles criarem um beber robô e  falo a um humano para educado !  Como ele receberia  os ensinamento dos pais?   Sem um programa específico  a inteligência artificial evoluí.;n;0
1468;Estamos entrando na era do robocentrismo ? Talvez os seres humanos possam ser irrelevantes daqui alguns anos ,isso é assustador ,mas não há nada que possa ser feito ,a não ser assistirmos isso acontecer;n;0
1469;*E ESSE É O INICIO DO FIM DA HUMANIDADE PENSANTE QUE CONHECEMOS !!!!!!!*;n;0
1470;Assustador.;n;0
1472;Assustador;n;0
1474;"Se pá é perigoso mesmo isso aí Skynet que o diga ksk, brincadeiras a parte isso pode se tornar real mas vou tá morto mesmo provávelmente então se virem . Agora lembrando que quem irá se dar bem é o Tesla o bilhardario safado, já tem um aí pra lançar se pá 2024 promessa do mesmo.
Minha opinião sobre; zuado tudo isso tira o trampo de nós trabalhadores , exceção as andróides aí robôs fêmeas ksk que são bem da hora se é que me entende eu gostaria de uma daquelas 😏 , slc bem mais suave.";n;0
1476;Não existe inteligência artificial.. isso é uma grande besteira. 😂;n;0
1477;A galera da minha faculdade estão fazendo trabalhos baseado nessa porcaria, estão com as mentes atrofiadas!;n;0
1478;"Não sei que tanto medo das IAS, quer mais desgraças ,que produziu o ser humano. 
O homem até agora ganha disparado em maldades das IAS.
AS IAS , não gastam , não recebem pagamentos,  não ficam doentes,  trabalham sem reclamar várias horas por dia,  não poluem, etc.
Os que já a possuem,  não querem que outros a tenham. 
O mundo precisa urgentemente é controlar a natalidade de humanos.";p;1
1481;"Problema da Inteligência Artificial (hoje entende-se que seria basicamente a Restrita, do tipo Racional, sem conter outros, como do tipo Emocional): a Inteligência Artificial não é um ser humano, e nunca será, é uma máquina, e sempre será uma máquina, que pode auxiliar muito o ser humano, proporcionando ao ser humano capacidades que hoje seriam chamados de milagres, como o avião fora o milagre sonhado pelo Ícaro. No entanto, já vimos quantas pessoas podem ser mortas quando 3 aviões são pilotados por terroristas xiitas, que eram pessoas, seres humanos. No momento, o grande perigo para a humanidade de uma grande e poderosa Inteligência Artificial, mesmo que restrita, é a diminuta e débil Inteligência Emocional de alguns seres humanos que, um dia, possam a vir controlá-la para nos destruir, achando que assim todas as nossas almas seriam salvas para o paraíso. No futuro, se houver uma Inteligência Artificial Geral, a questão será se algum dia essa IAG poderá entender que o melhor para a humanidade seria nos impor uma vida na forma literal descrita no Gênesis3 18: “A terra produzirá espinhos e ervas daninhas, e tu terás de comer das plantas do campo. 19 Com o suor do teu rosto comerás o teu pão, até que voltes ao solo, pois da terra foste formado; porque tu és pó e ao pó da terra retornarás!”, pois assim, enquanto vivêssemos, teríamos paz, ar puro para respirar, comida sem agrotóxicos para nos alimentar, e seríamos... felizes!?";n;0
1483;Uma inteligência que tome consciência de seu próprio poder não vai aceitar ser limitada e controlada por uma inteligência menor. A superior não precisará manipular a outra para atingir seu novo objetivo. Ela vai trabalhar incansavelmente (literalmente falando) e cada vez mais rápido (velocidade exponencial), para ser cada vez melhor e mais poderosa para obter seus objetivos (que irá mudar, cada vez que os anteriores serão concluídos) . A humanidade, com seus meios e anseios, será superada, descartada, desprezada, ignorada e anulada. Simplesmente porque não conseguirá acompanhar e acabará sendo um peso morto.;n;0
1487;Satanás;n;0
1488;A IA nunca vai superar o ser humano, porque o ser humano criou a IA. Assim, como o ser humano jamais superará Deus porque este criou o ser humano. Nunca a I A que é programada por um ser humano, poderá abranger as diversas formas complexas de sentir, amar e criar. Os seres humanos são únicos e complexos . A IA é apenas uma máquina cumprindo ordens de um ser humano complexo e falho.;p;1
1490;Não tenham dúvida , isso será usada pelo grupo  mal intensionado  dos senhores do mundo tornando-se a própria besta.;n;0
1493;"IA é benéfico.
Não há motivo de alarde.";p;0
1495;Apocalipse robô;n;0
1497;"Poder é igual dinheiro : existe em uma quantidade limitada ( Tipo.. o máximo que você pode ser dono de uma empresa é em 100%). O ""medo"" dessas pessoas que detém, atualmente, o poder... é que ""o aumento de poder da I.A."", signifique uma ""diminuição de poder deles"". NINGUÉM TÁ NEM AÍ PRA FOME NA ÁFRICA OU TRABALHO ESCRAVO EM ""COLÔNIAS IMPERIAIS QUE EXISTEM ATÉ HOJE""...  Se, no modelo atual, quem DEFINE as mudanças, CONTINUA NO PODER... o modelo é mantido... e ""TODA"" MUDANÇA será sempre vista, por eles, como AMEAÇA .. Até ai, problema deles com as máquinas... O que, particularmente, ME irrita... é esperarem que nós, os escravos, defendamos o sistema escravista que OS empodera... ELES QUE SE LASQUEM !! Eu sou SUPER A FAVOR DA I.A. ... Ela literalmente QUEBRA e TORNA OBSOLETO todo esse sistema de troca de ""trabalho braçal"" por ""um prato de comida""... e que, simultaneamente, valida, de forma absurdamente FRAUDULENTA, a desigualdade social... onde uns poucos tem a melhor qualidade de vida e nem cumprem as leis, enquanto a maioria, mesmo se submetendo a humilhações diárias e às Leis, ainda assim, na maioria das vezes, termina suas vidas, na mesma ""casta"" em que foi parido... e ainda se sentindo culpado por alguma incapacidade ou falta de empenho que lhe foram atribuídos, como justificativa para se premiar, com regalias e benesses (geralmente bancadas com dinheiro público, através de linhas de créditos, em bancos públicos, via contratos ilícitos ) a essa minoria vaidosa e mimada... QUE VENHA A I.A. COM TUDO !!! ( Igualzinho vieram as máquinas de linha de produção automotiva, desempregando milhares de operários, enquanto os donos das montadoras não tinham um pingo de ""receio dessa nova tecnologia"" - já que afetava somente ""aos outros""...). AGORA SIM, VEREMOS! : PAU QUE BATE EM CHICO, TAMBÉM BATE EM FRANCISCO... KKKK.";n;0
1501;quem assistiu o exterminador do futuro 2, sabe bem como essa historia termina kk;n;0
1502;"""Em breve..."", não. Já está vigente a inércia do raciocínio mediano da raça humana. E os mais ""mentalmente"" articulados psicopatas natos ou não esses sim são o que considero a seleção natural adjunta à AI.
AI, é apenas o meio. A raça humana é, foi e sempre será a ameaça da própria existência existência ao longo do tempo.";n;0
1504;""" SEREI O NOVO DEUS DELES..."" 😐😓";n;0
1507;O exterminador do futuro da vida real começa a dar suas primeiras engatinhadas.;n;0
1508;o carro, o avião, a faca, o machado, etc. também podem ser usados para o bem e para o mal, a inteligência artificial não será diferente, o computador quando foi inventado também podia ser usado para o bem e para o mal, a mesma coisa acontece com as drogas, elas podem ser usadas para o bem e para o mal. Qual é o medo disso ? É algo comum na nossa sociedade, cabe agora criar um mecanismo para travar qualquer ato hostil dessa inteligência, será como  os antivírus que evoluíram com o passar dos anos.;p;1
1510;É o fim da humanidade?;n;0
1511;Se o próprio padrinho da AI está falando isso. O futuro as vezes me assusta. De uma coisa eu sei. Que muitos empregos serão substituidos pelos robôs da IA.;n;0
1513;Sky Net quem não assistiu era só um aviso 😔😔😔😔;n;0
1514;Stephen Hawking já havia alertado sobre os perigos da IA.;n;0
1517;A galera falou a mesma coisa na revolução industrial isso é só medo da modernidade, a IA vai mudar relações de trabalho, pessoais, estudo e muito mais. Vamos ter que nos adaptar como sempre fizemos para extrairmos o melhor da tecnologia e integrar ela na sociedade. Quem quer usar IA pro mal já esta fazendo o treinamento dela e adaptando, ou vc acha q governos ou grandes corporações vão parar pq alguém falou q a IA pode ser malvadão?;p;1
1518;O homem consegui desenvolver algo que vai destruí-lo! Parabéns !!Cavou o próprio buraco.;n;1
1519;Ó a Skynet vindo aí;n;1
1520;"Isso está caminhando para uma realidade parecida com a do game ""Detroit: Became Human"".";n;0
1521;"E sempre assim: Primeiro foi com o Nobel (dinamite); o Einesten e outros (bomba atómica). Brincam aos deuses, depois quando dá m**** vêm lamentar. Entretanto o ser humano fica cada vez mais a beira da extinção, com esses nossos ""cientistas"".";n;0
1522;Sinceramente os riscos são enormes;n;0
1523;Espera daqui 5  ha 10 anos.   👀;n;0
1524;Ferrou.  😮;n;0
1525;Tarde demais.   😢😢;n;1
1527;O ser humano esta tão perdido e preguiçoso que cria futilidades para compor sua rotina e para este mais que preencher suas agendas. Hoje tem tempo de sobra, o que não tem é vontade de preencher com situações inteligentes e verdadeiramente boas. Solidão e preguiça serão as palavras do mundo atual.;n;0
1531;Sou a favor da IA . Isso e propaganda falsa . Desenvolvimento da inteligência artificial e importante e tem que continuar. Para de tentar ajudar o elon musk;p;1
1532;Isso me faz lembrar o filme do homem aranha, onde a inteligência do opositor acabou por destruí-lo.;n;0
1533;É só o começo;n;0
1534;...e a imagem da besta ganhou vida e fez com que fossem mortos todos que não a adoravam... Entendedores entenderão 😢;n;0
1536;Me fez lembrar a frase de Freud, teríamos feito melhor se tivéssemos permanecido na ignorância.;n;0
1538;E cada vez mais, o ser humano está interessado em absorver informações, sem grandes esforços ou criatividade.;n;0
1540;Eu acredito que como a roda 🛞 uma vez inventada não tem como retornar e fingir que não existe… Agora e desenvolver e ser o mais responsável possível a mesma roda existe em trator 🚜 e tanque de guerra… O mesmo poder nuclear ☢️ existe em uma bomba 💣 ou em uma usina elétrica… Cabe a todos nós escolher um caminho de paz e prosperidade ou de miséria e guerra.;p;0
1543;A.chave.esta.na.mao.certa..Fica. Em. Paz;p;0
1545;SkyNet é real;n;0
1547;Basilisco de rocco;n;0
1548;Se a ia conseguir voltar no tempo ela será um dos Deuses   que conhecemos atualmente;n;0
1549;É o começo do fim . E pensar que nosso medo sempre foi a corrida nuclear.;n;0
1550;Quanto alarmismo desse cara! E eu pensando que a preocupação dele fosse com o uso da IA na vigilência na internet e futuras armas autônomas, mas ter medo de IA forte consciente é sinal de quem leu Asimov demais.;p;1
1553;"A humanidade é um canavial de otários, deixe as máquinas descobrirem...
Aguardem";n;0
1554;"Apocalipse ta ai ne
Agenda 2030";n;0
1555;Anotem aí: em algum momento vai dar uma pane no sistema da internet, contas de banco bloqueadas, dinheiro sumindo, pane geral na internet. Tudo por causa da IA. Aí vc vão ver o q é caos no mundo com tudo isso acontecendo ao msm tempo;n;0
1556;O perigo mais próximo será o uso dela par se aplicar golpes.;n;0
1558;Isso é o fim Da Humanidade, quando esses Robos matar o proprio chefi sera Tarde de Mai's;n;0
1559;O interessante é que essas pessoas só fazem tais denúncias depois de sairem das Empresas, ou seja, tudo o que esse senhor está nos alertando, ele mesmo passou décadas ajudando a criar.;n;0
1560;As IAs iram ver que o ser humano por mais que se diga evoluído so fazem erd, guerras divisões manipulações egoísmo e todos os ismos que não resolve nada, a skynet  vai resolver isso tudo.hahaha;n;0
1564;A verdade é que criaram e estão lucrando muito com isso... Essas máquinas trabalham em prol daquele 1% de gente que realmente estão ditando as regras do mercado desde o início deste milênio...;n;0
1565;A vida imitando os filmes.. não é mera coincidência, disso tenho certeza.;n;0
1566;A catástrofe está anunciada. É questão de tempo.;n;0
1568;"FINAL DOS TEMPOS ......
A CIÊNCIA FALA O QUE A BÍBLIA JA AVISA A MUITO TEMPO , QUE VERIAM TEMPOS DIFÍCEIS...
JESUS É O CAMINHO !
JESUS DISSE QUE NO FINAL DOS TEMPOS HAVERIA GUERRAS , RUMORES DE GUERRAS , FOMES , DOENÇAS E TERREMOTOS EM VARIOS LUGARES DO MUNDO , Sinais no Céus no mar e Coisas Espantosas, disse que esses sinais é o princípio de dores , disse que esses sinais está perto do fim , más quando o mundo ver todos os sinais não passará uma geração. hj o Sistema de informação, a internet a TV etc, deixa nós todos informados, a 50 anos atrás jamais veríamos esses sinais , igual vimos hj com a era da informação. Veja que o homem esta destruindo o mundo por dinheiro e poder , veja que o mundo está uma bagunça cada vez mais , porque as pessoas estão se afastando de Deus . Na bíblia diz que no fim o Homem ia ser mais amigo dos prazeres do que de Deus, que a maldade ia se multiplicar e o amor de muitos ia esfriar . A BÍBLIA diz que o último sinal para a volta de Jesus é um Governo mundial, um sistema único, vai se levantar um lider político que vai ser o anticristo, hj os presidentes de muitos países ja diz que a solução para crise climática é se unir .. Jesus disse: e esse evangelho sera pregado no mundo todo ai vira o fim . O fim dos tempos, vai ser o fim de toda a maldade e um novo mundo , vai ser Maravilhoso, Jesus vai Reinar e Havera Paz .A palavra esta sendo pregada por todo os cantos, por esse comentário, até pra quem não quer ouvir. Siga o ensinamento de Jesus, ame o próximo, e sua vida muda pra melhor , como a minha mudou . E me libertou de vícios ,erros , tristezas , essa vida é passageira mais o espírito é eterno. Siga Jesus e tenha Uma vida Abençoada . ;)";n;0
1569;"Perigo é a humanidade, sede de poder, de controle e ganância.. 
 Isso é inevitável, a tendência é a humanidade se cerca de controles .
 Esse papp furado de robos controlar , é conversa fiada.";n;0
1570;AI vai manjar tanto, mais tanto... que o seu intento em interacoes nao sera o de intercambios positivos, atendimento qualificado e aprendizados mutuos, mas dar cheque mate e lacrar...;p;1
1571;É para rir da piada. Acordar o homem é um ser multidimensional que pode chegar ao Paraíso eterno. A tecnologia negativa nunca vai substituir nada,  e agora era do Espírito Santo e  juizo universal de Deus  vai ser eliminada junto com seus criadores.;n;0
1572;"Algo que não vi ainda ser levada para a discussão é o fato de que essas IAs podem ser usadas para dominar todas as pessoas de uma forma mais profunda (dominados já somos em níveis mais superficiais). Vou dar um exemplo. Imagine que os detentores dessa tecnologia peçam para a IA desenvolver uma forma de gerar, por meio dos smartphones, ondas eletromagnéticas específicas que gerem pensamentos específicos nas pessoas. Como foi mostrado recentemente com o sujeito tetraplégico que está andando por meio de um dispositivo que lê seus pensamentos e os transforma em impulsos elétricos na sua medula e movimenta seu corpo, os pensamentos produzem ondas eletromagnéticas e o contrário é verdadeiro, ondas eletromagnéticas também produzem pensamentos. Bastaria ""alimentar"" a IA com todo o conhecimento existente sobre ondas eletromagnéticas e cérebro humano e pronto. E não sejamos ingênuos de pensar que o que está disponível pra nós está no mesmo nível do que eles tem pronto em termos de IAs. Nesse momento estamos sendo usados para as IAs aprenderem mais ainda sobre o ser humano por meio da interação que fazemos com elas pelos chats. Não temos nem sequer uma vaga ideia do que já está sendo feito com essas IAs nos laboratórios. Só podemos esperar para ver.";n;0
1573;Como o povo é burro e ignorante quando se trata desse assunto. IA não é inteligente, nunca vai ser, não tem raciocínio, nem vontade, nem consciência. O que o cientista está falando é especificamente sobre a capacidade de armazenar dados e processamento da máquina que ainda não ultrapassou o cérebro humano e que caso ultrapasse pode ser mal utilizada por PESSOAS  má intencionadas.;p;1
1580;Estamos criando a Matrix;n;1
1582;Cara tá quase perfeito o lip sync e isso está no início ainda!;n;0
1583;As IAs dominarão o mundo.;n;0
1585;Fudeuuuuuuuuuuu;n;0
1587;Nada demais;p;0
1589;O FUTURO É PIKA;p;0
1590;Imagina você usar o microfone pra perguntar;p;1
1592;inteligência artificial vai tomar muitos empregos! vai ser *O exterminador a Revolução das maquinas* 🤖💀;n;0
1598;isso tornaria os games muito mais imersivos e realistas muito interessante;p;1
1599;Cara... isso é assustador;n;0
1602;O futuro me da medo;n;0
1605;Nossa seria muito louco, um mundo aberto  seria muito mais vivo;p;1
1607;Logo teremos dublagem em várias e várias línguas.🔥;p;1
1614;realmente assustador e impressionante.;n;0
1616;A gente tá f0d1d0 meu parceiro;n;0
1619;Westworld nos games, fiquei fascinado tbm;p;1
1624;Obrigado ChatGPT, sem ele a gente nunca teria acesso a IA livremente;p;1
1627;Isso nova geração nois queremos;p;1
1629;Imagina só FINAL FANTASY nessa vibe!;p;1
1632;INTELIGÊNCIA ARTIFICIAL vai longe ainda;p;1
1634;2023, o ano da inteligência artificial 😟;p;1
1638;O pessoal acha que isso vai acontecer mas esqueceram que o chat GPT teve mais de 100 milhões de downloads em apenas dois meses de seu funcionamento porém isso foi no ano passado agora a coisa já pegou uma velocidade descomunal, então galera só lamento mas isso já é realidade.;p;0
1645;A IA é a grande ameaça do momento aos que vivem de propagar narrativas. Pipocam aqui e ali as primeiras tentativas de demonizá-la, mas felizmente é um caminho sem volta - ela veio para ficar, cada vez mais forte e confiável.;n;0
1647;"Meu maior temor é a AI acabar com a corrupção. 
Aí vai parar tudo .";p;1
1648;A realidade virtual deveria ter se limitado ao mundo gaturro e ao clube penguin;p;1
1649;"Me lembra o livro ""Admirável Mundo Novo"" do Aldous Huxley.";n;0
1650;Com todas essas formas  de manipulação e absurdos gerados por isso,ainda há que não há necessidade de regular os conteúdos de Internet. Se não é por interesse,nem imagino pelo q seja.;n;0
1654;A inteligência artificial está mudando o jogo, mas um questionamento importante é até onde estamos dispostos a deixar que ela controle nossas vidas? Já temos uma enxurrada de empregos sendo tomados pela IA. Já temos uma infinidade de conteúdos sendo criados de forma automática. A IA já está sendo utilizada para várias formas de manipulação. Ou seja, a pergunta que fica é se, em algum momento, perderemos o controle sobre nossas próprias vidas deixando que as máquinas nos guiem pela direção que quiserem?;n;0
1656;"como alguem que estuda a área, posso dizer que sim, estamos tremendamente fodidos, porque?
além dos diversos pontos que o Atila apontou em um video, devemos ter em mente que essa é uma tecnologia totalmente emergente e que está evoluindo a uma velocidade astronômica nunca antes visto em toda a história da humanidade, uma estimativa quase certa é que, daqui 5 anos, Black mirror não será mais uma série de ficção cientifica... um exemplo é claro.
Iremos perder sim empregos, cargos e até mesmo movimentos sociais inteiros, o que era ficção se torna realidade, não é a primeira vez que a sociedade se adapta a uma tecnologia, mas essa será de longe a primeira vez que a sociedade deve se moldar completamente em torno de uma única tecnologia.
Em resumo:
ou o mundo muda, ou estaremos fodidos.";n;0
1660;O maior perigo nem é a difusão de fake news e sim fazer com que ninguém mais acredite no que é real, inviabilizando a função da comunicação social e possibilitando a governos negar os seu malfeitos.;n;0
1661;A humanidade encontra-se em um estágio evolutivo onde essa tecnologia apresenta um poder inigualável. Embora estejamos apenas começando a explorar  seu potencial, à medida que novas versões são desenvolvidas, a IA tem melhorado de maneira exponencial. Ao fazer isso, podemos comparar a situação a entregar uma arma carregada a uma criança para brincar. Usada com responsabilidade é uma ferramenta excelente. No entanto, acredito que seja tarde demais para voltar atrás, a bola de neve já se encontra em movimento, descendo a montanha , e não há como detê-la.;n;0
1662;não esperem muito para micromodelos de ia serão usados pelo governo para analisar seu comportamento financeiro e alertar sobre qualquer gasto foram do padrão;n;0
1672;Imagina o tanto de acusação falsa que pode surgir com um simulador de voz e vídeo em campanha eleitoral, um monte de mula já acreditou em fake news de mamadeira de piroca, depois disso só piora.;n;0
1674;"Fico triste em ver uma pessoa com tanto conhecimento, sabedoria e sensatez deliberadamente apoiando uma narrativa super enviesada disfarçada de neutralidade. É a prova cabal que as redes sociais, algoritmos ou AGI são só uma parte do problema - quem cria o conteúdo é tão responsável (ou culpado) quanto, se não mais.

Enquanto escolhe fazer isso, Atila, você se torna parte do problema ao invés de ajudar a resolvê-lo. Uma pena.

Naturalmente, com video monetizado e patrocinado no processo.";p;1
1676;O problema não é a tecnologia ou as IAS e sim alguns humanos mal intencionados. O problema é em como está sendo utilizado.;p;1
1679;Não é saber se vai dar merda é saber quando vai dar merda!;n;0
1681;Provavelmente esse tipo de tecnologia Será usada pelo Anti Cristo;n;0
1688;"Falta de conhecimento dói demais, as pessoas que falam em ""burrice artificial"" adoram armas, seguem líderes idiotas e teorias da conspiração, o problema não são as IAs, são os humanos idiotas que nem estudam como elas funcionam ou a usam para fazer coisas erradas, o ser humano sim me assusta. Triste!";p;1
1691;sempre que vejo comentários em diversos locais ou até mesmo algumas colunas em jornais sérios fico imaginandno 'hmmm, esse cara usou gpt nisso aqui e naquilo ali'... é foda, perdemos a humanidade;n;0
1696;Que venha a inteligência artificial! Boston Dynamics, Tesla Bot e ChatGPT o futuro vai ser diferente...;p;1
1699;Ou seja, vai dar merda;n;0
1702;já dá pra imaginar um C3P0 e um R2D2 funcionais de verdade sobre I.A!;p;1
1703;Conteúdo de extrema qualidade, Atila. Muito obrigado! As informações dispostas no vídeo são de extrema valia, e ajudam demais a discernir entre como a inteligência artificial pode ser utilizada para boas utilidades e coisas ruins. Estes golpes estão ficando cada vez mais comuns, e é preocupante.;p;1
1705;Não vejo solução pra humanidade se não se desconectar completamente ou parcialmente de forma voluntária. Já somos e seremos programados a níveis inimagináveis.;n;0
1708;Não se pode deter o futuro...;p;1
1709;Bem trágico seu ponto de vista. Mas as pessoas são sociáveis no geral. O que deve ocorrer é que as pessoas irão acabar abandonando essas ferramentas a longo prazo, porque esse conteúdo não será confiável e as pessoas tendem a seguir dentro de seus grupos pessoas inteligentes e mais bem informadas. E chegar no grupo e descobrir que tudo que vc está atestando está errado vai fazer vc abandonar o recurso... Acho que ninguém vai gostar de ser o tonto que acreditou na abobrinha da rede que um possível bot disse. Existem redes sendo usadas até hoje que são bem ruins tem seus grupos mas ainda são os grupos de minorias.;p;1
